"OCEAN","REGION","MAJOR_GROUP","ORDER","FAMILY","SPECIES"
"","America, North - Inland waters","PISCES","ATHERINIFORMES","ATHERINIDAE","KRW"
"","America, North - Inland waters","PISCES","PERCOIDEI","SCIAENIDAE","AGR"
"","America, North - Inland waters","PISCES","GOBIOIDEI","ELEOTRIDAE","DMM"
"","America, North - Inland waters","PISCES","GOBIOIDEI","ELEOTRIDAE","GBD"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","HAEMULIDAE","HLI"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","WEM"
"Pacific","Pacific, Eastern Central","PISCES","TETRAODONTIFORMES","BALISTIDAE","TRI"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","BRANCHIOSTEGIDAE","ULP"
"Atlantic","Atlantic, Western Central","PISCES","SCOMBROIDEI","TRICHIURIDAE","CUT"
"Pacific","Pacific, Eastern Central","PISCES","SCOMBROIDEI","TRICHIURIDAE","CUT"
"Atlantic","Atlantic, Western Central","CRUSTACEA","NATANTIA","PENAEIDAE","ABS"
"Atlantic","Atlantic, Western Central","CRUSTACEA","NATANTIA","PENAEIDAE","PST"
"","America, North - Inland waters","PISCES","MUGILIFORMES","MUGILIDAE","MUL"
"","America, North - Inland waters","PISCES","PERCOIDEI","CENTROPOMIDAE","ROB"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","CARANGIDAE","OLG"
"Pacific","Pacific, Eastern Central","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPY"
"Pacific","Pacific, Eastern Central","PISCES","SQUALIFORMES","SQUATINIDAE","SUC"
"Pacific","Pacific, Eastern Central","PISCES","RAJIFORMES","","SRX"
"Atlantic","Atlantic, Western Central","PISCES","ANGUILLIFORMES","ANGUILLIDAE","ELA"
"","America, North - Inland waters","PISCES","SALMONIFORMES","SALMONIDAE","TRR"
"","America, North - Inland waters","PISCES","CLUPEIFORMES","CLUPEIDAE","DQX"
"","America, North - Inland waters","PISCES","CLUPEIFORMES","","DCX"
"Pacific","Pacific, Eastern Central","PISCES","GONORYNCHIFORMES","CHANIDAE","MIL"
"Atlantic","Atlantic, Western Central","INVERTEBRATA AQUATICA","ECHINODERMATA","","ECH"
"Pacific","Pacific, Eastern Central","INVERTEBRATA AQUATICA","ECHINODERMATA","","ECH"
"Pacific","Pacific, Eastern Central","INVERTEBRATA AQUATICA","SCYPHOZOA","STOMOLOPHIDAE","MFX"
"","America, North - Inland waters","INVERTEBRATA AQUATICA","POLYCHAETA","","WOR"
"Pacific","Pacific, Eastern Central","MOLLUSCA","CEPHALOPODA","LOLIGINIDAE","SQO"
"Atlantic","Atlantic, Eastern Central","PISCES","ANGUILLIFORMES","ANGUILLIDAE","ELE"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","SWF"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","SWF"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","WKX"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","CRX"
"Pacific","Pacific, Eastern Central","PISCES","CLUPEIFORMES","CLUPEIDAE","CPI"
"Pacific","Pacific, Eastern Central","PISCES","CLUPEIFORMES","CLUPEIDAE","HCT"
"Pacific","Pacific, Eastern Central","PISCES","CLUPEIFORMES","CLUPEIDAE","THP"
"Pacific","Pacific, Eastern Central","PISCES","GADIFORMES","MERLUCCIIDAE","NHA"
"Atlantic","Atlantic, Western Central","PISCES","GADIFORMES","","GAD"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","CENTROPOMIDAE","ROB"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","SERRANIDAE","XBX"
"","America, North - Inland waters","INVERTEBRATA AQUATICA","INVERTEBRATA AQUATICA MISCELL.","","INV"
"Atlantic","Atlantic, Western Central","INVERTEBRATA AQUATICA","INVERTEBRATA AQUATICA MISCELL.","","INV"
"Pacific","Pacific, Eastern Central","MOLLUSCA","GASTROPODA","HALIOTIDAE","ABX"
"Atlantic","Atlantic, Western Central","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OQY"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","KGG"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","BDM"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","BDM"
"Pacific","Pacific, Eastern Central","PISCES","CLUPEIFORMES","CLUPEIDAE","LCS"
"Pacific","Pacific, Eastern Central","PISCES","CLUPEIFORMES","ENGRAULIDAE","VEP"
"Atlantic","Atlantic, Western Central","PISCES","CLUPEIFORMES","ENGRAULIDAE","ANX"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","LUTJANIDAE","HUS"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","SNR"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","LUTJANIDAE","SNR"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","LJY"
"","America, North - Inland waters","CRUSTACEA","NATANTIA","PALAEMONIDAE","PPF"
"","America, North - Inland waters","CRUSTACEA","REPTANTIA","","AYS"
"Pacific","Pacific, Eastern Central","PISCES","ATHERINIFORMES","ATHERINIDAE","SIL"
"Southern","Indian Ocean, Antarctic","PISCES","PERCOIDEI","CHANNICHTHYIDAE","CHW"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","EPIGONIDAE","EPI"
"Atlantic","Atlantic, Southeast","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","BIL"
"Atlantic","Atlantic, Southeast","CRUSTACEA","REPTANTIA","PALINURIDAE","LBC"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","SPARIDAE","STW"
"Atlantic","Atlantic, Eastern Central","PISCES","PLEURONECTIFORMES","SCOPHTHALMIDAE","TUR"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","MORONIDAE","BSE"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","MORONIDAE","BSE"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","HAEMULIDAE","GBR"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","SLM"
"Indian","Indian Ocean, Western","CRUSTACEA","BRACHYURA","GERYONIDAE","GER"
"Atlantic","Atlantic, Eastern Central","CRUSTACEA","BRACHYURA","MAJIDAE","SCR"
"Atlantic","Atlantic, Eastern Central","MOLLUSCA","BIVALVIA","MYTILIDAE","MSX"
"Indian","Indian Ocean, Western","CRUSTACEA","REPTANTIA","NEPHROPIDAE","NEM"
"Indian","Indian Ocean, Western","CRUSTACEA","NATANTIA","SERGESTIDAE","EKR"
"Atlantic","Atlantic, Southeast","PISCES","SCOMBROIDEI","GEMPYLIDAE","OIL"
"Atlantic","Atlantic, Southeast","MAMMALIA","PINNIPEDIA","OTARIIDAE","SEK"
"Atlantic","Atlantic, Southeast","PISCES","GOBIOIDEI","GOBIIDAE","GPA"
"Atlantic","Atlantic, Eastern Central","PISCES","PLEURONECTIFORMES","CITHARIDAE","CIT"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","SCIAENIDAE","UCA"
"Atlantic","Mediterranean and Black Sea","PISCES","TRACHINOIDEI","TRACHINIDAE","WEX"
"Atlantic","Atlantic, Eastern Central","PISCES","BATRACHOIDIFORMES","BATRACHOIDIDAE","BHD"
"Atlantic","Atlantic, Eastern Central","PISCES","SALMONIFORMES","ARGENTINIDAE","ARG"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","CARANGIDAE","VAD"
"Southern","Indian Ocean, Antarctic","PISCES","GADIFORMES","MACROURIDAE","RTX"
"Indian","Indian Ocean, Western","MOLLUSCA","BIVALVIA","","CLX"
"Atlantic","Atlantic, Southeast","PISCES","TETRAODONTIFORMES","MOLIDAE","MOX"
"Atlantic","Atlantic, Eastern Central","PISCES","ANGUILLIFORMES","CONGRIDAE","COE"
"Atlantic","Atlantic, Southeast","PISCES","LAMNIFORMES","ALOPIIDAE","THR"
"Atlantic","Atlantic, Southeast","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPY"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","PAC"
"Atlantic","Atlantic, Eastern Central","CRUSTACEA","REPTANTIA","SCYLLARIDAE","LOS"
"Atlantic","Atlantic, Southeast","PISCES","BERYCIFORMES","TRACHICHTHYIDAE","ORY"
"Atlantic","Atlantic, Southeast","PISCES","ZEIFORMES","CAPROIDAE","BOR"
"Atlantic","Atlantic, Eastern Central","PISCES","GADIFORMES","GADIDAE","BIB"
"Atlantic","Atlantic, Southeast","INVERTEBRATA AQUATICA","SCYPHOZOA","RHIZOSTOMIDAE","JEL"
"Atlantic","Atlantic, Southeast","PLANTAE AQUATICAE","RHODOPHYCEAE","GRACILARIACEAE","GLS"
"Atlantic","Atlantic, Eastern Central","PISCES","HEXANCHIFORMES","HEXANCHIDAE","SBL"
"Atlantic","Atlantic, Eastern Central","PISCES","LAMNIFORMES","LAMNIDAE","WSH"
"Atlantic","Atlantic, Eastern Central","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPZ"
"Atlantic","Atlantic, Eastern Central","PLANTAE AQUATICAE","RHODOPHYCEAE","","SWR"
"Atlantic","Atlantic, Eastern Central","PLANTAE AQUATICAE","PLANTAE AQUATICAE MISCELLANEA","","APL"
"Atlantic","Atlantic, Southeast","PISCES","ZEIFORMES","OREOSOMATIDAE","ORD"
"Atlantic","Atlantic, Southeast","PISCES","CHIMAERIFORMES","CALLORHINCHIDAE","CHM"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","SPARIDAE","SWA"
"","Africa - Inland waters","PISCES","SALMONIFORMES","SALMONIDAE","TRR"
"","Africa - Inland waters","PISCES","CLUPEIFORMES","CLUPEIDAE","SHZ"
"Atlantic","Mediterranean and Black Sea","PISCES","SCOMBROIDEI","SCOMBRIDAE","WAH"
"Indian","Indian Ocean, Western","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","BRO"
"Southern","Indian Ocean, Antarctic","PISCES","GADIFORMES","MURAENOLEPIDIDAE","MRL"
"Pacific","Pacific, Western Central","PISCES","STROMATEOIDEI, ANABANTOIDEI","CENTROLOPHIDAE","CEN"
"Pacific","Pacific, Southwest","PISCES","GADIFORMES","MORIDAE","MHJ"
"Pacific","Pacific, Southwest","PISCES","GADIFORMES","MORIDAE","RIB"
"Pacific","Pacific, Southwest","PISCES","GADIFORMES","MORIDAE","TPG"
"Atlantic","Atlantic, Eastern Central","PISCES","ZEIFORMES","CAPROIDAE","BOC"
"Southern","Pacific, Antarctic","PISCES","GADIFORMES","MACROURIDAE","CVY"
"Pacific","Pacific, Southwest","PISCES","GADIFORMES","MACROURIDAE","LDE"
"Pacific","Pacific, Southwest","PISCES","GADIFORMES","MACROURIDAE","RTX"
"Pacific","Pacific, Southwest","PISCES","MYXINIFORMES","MYXINIDAE","MWC"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","BSC"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","EMMELICHTHYIDAE","EYO"
"Atlantic","Atlantic, Northeast","CRUSTACEA","BRACHYURA","GRAPSIDAE","ERS"
"Atlantic","Atlantic, Northeast","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","TIG"
"Atlantic","Atlantic, Northeast","PISCES","CARCHARHINIFORMES","TRIAKIDAE","SMD"
"","Oceania - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FCP"
"","Oceania - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","CGO"
"","Oceania - Inland waters","PISCES","SILURIFORMES","ICTALURIDAE","ITE"
"Pacific","Pacific, Southwest","PISCES","GADIFORMES","MERLUCCIIDAE","HKN"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","SERRANIDAE","RNL"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","SERRANIDAE","LDP"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","LETHRINIDAE","EMP"
"Atlantic","Atlantic, Northeast","PISCES","TRACHINOIDEI","TRACHINIDAE","TOZ"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","TRICHIURIDAE","BEH"
"Pacific","Pacific, Southwest","PISCES","ANGUILLIFORMES","ANGUILLIDAE","ELX"
"Pacific","Pacific, Southwest","PISCES","SALMONIFORMES","SALMONIDAE","CHI"
"Southern","Pacific, Antarctic","PISCES","PERCOIDEI","SPARIDAE","PRG"
"Southern","Atlantic, Antarctic","PISCES","GADIFORMES","MACROURIDAE","WGR"
"Pacific","Pacific, Southwest","PISCES","GADIFORMES","MACROURIDAE","MCC"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","KYPHOSIDAE","OIV"
"Pacific","Pacific, Southwest","PISCES","PLEURONECTIFORMES","PLEURONECTIDAE","EOL"
"Southern","Pacific, Antarctic","PISCES","GADIFORMES","MURAENOLEPIDIDAE","MOY"
"Atlantic","Atlantic, Eastern Central","MOLLUSCA","CEPHALOPODA","LOLIGINIDAE","SQR"
"Atlantic","Atlantic, Northeast","INVERTEBRATA AQUATICA","ASTEROIDEA","ASTERIIDAE","STH"
"Southern","Pacific, Antarctic","PISCES","GADIFORMES","MACROURIDAE","MCC"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","CTB"
"Atlantic","Atlantic, Western Central","CRUSTACEA","BRACHYURA","MAJIDAE","MXT"
"Southern","Pacific, Antarctic","INVERTEBRATA AQUATICA","ANTHOZOA","","CSS"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","ANTHOZOA","","AQZ"
"Southern","Pacific, Antarctic","INVERTEBRATA AQUATICA","ANTHOZOA","","AQZ"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","ANTHOZOA","","ATX"
"Pacific","Pacific, Eastern Central","PISCES","ANGUILLIFORMES","MURAENESOCIDAE","CXP"
"Pacific","Pacific, Southwest","PISCES","BERYCIFORMES","TRACHICHTHYIDAE","TRC"
"Pacific","Pacific, Southwest","PISCES","LAMPRIFORMES","TRACHIPTERIDAE","TRP"
"Pacific","Pacific, Southwest","PISCES","LAMPRIFORMES","REGALECIDAE","REL"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","NOTOTHENIIDAE","NOX"
"Pacific","Pacific, Southwest","PISCES","TRACHINOIDEI","PINGUIPEDIDAE","NEB"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","PENTACEROTIDAE","EMV"
"Pacific","Pacific, Southwest","PISCES","STROMATEOIDEI, ANABANTOIDEI","CENTROLOPHIDAE","SEU"
"Pacific","Pacific, Southwest","PISCES","STROMATEOIDEI, ANABANTOIDEI","CENTROLOPHIDAE","CEN"
"Pacific","Pacific, Southwest","PISCES","CHIMAERIFORMES","CHIMAERIDAE","CMH"
"Pacific","Pacific, Southwest","PISCES","CHIMAERIFORMES","CHIMAERIDAE","CYV"
"Pacific","Pacific, Southwest","MOLLUSCA","BIVALVIA","OSTREIDAE","DRY"
"Pacific","Pacific, Southwest","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPZ"
"Pacific","Pacific, Southwest","PISCES","CHIMAERIFORMES","CHIMAERIDAE","HYD"
"Pacific","Pacific, Southwest","PISCES","CHIMAERIFORMES","CALLORHINCHIDAE","CHB"
"Pacific","Pacific, Southwest","PISCES","CHIMAERIFORMES","","HOL"
"Pacific","Pacific, Southwest","MOLLUSCA","BIVALVIA","OSTREIDAE","OYG"
"Pacific","Pacific, Southwest","MOLLUSCA","BIVALVIA","MYTILIDAE","MSX"
"Pacific","Pacific, Southwest","MOLLUSCA","BIVALVIA","PECTINIDAE","SCZ"
"Pacific","Pacific, Southwest","MOLLUSCA","BIVALVIA","PECTINIDAE","ZYE"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","CARANGIDAE","SDX"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","DEMOSPONGIAE","SPONGIIDAE","SPO"
"Pacific","Pacific, Southwest","PLANTAE AQUATICAE","PHAEOPHYCEAE","LESSONIACEAE","EOZ"
"Pacific","Pacific, Southwest","PLANTAE AQUATICAE","PHAEOPHYCEAE","LESSONIACEAE","GQO"
"Pacific","Pacific, Southwest","PLANTAE AQUATICAE","PHAEOPHYCEAE","DURVILLAEACEAE","DVA"
"Pacific","Pacific, Southwest","PISCES","TETRAODONTIFORMES","DIODONTIDAE","ALJ"
"Pacific","Pacific, Southwest","MAMMALIA","ODONTOCETI","DELPHINIDAE","SHW"
"Pacific","Pacific, Southwest","MAMMALIA","ODONTOCETI","DELPHINIDAE","DCO"
"Pacific","Pacific, Southwest","PISCES","SCORPAENIFORMES","TRIGLIDAE","LDY"
"Pacific","Pacific, Southwest","PISCES","TETRAODONTIFORMES","MONACANTHIDAE","PKB"
"Pacific","Pacific, Southwest","PISCES","SALMONIFORMES","ALEPOCEPHALIDAE","ALH"
"Pacific","Pacific, Eastern Central","CRUSTACEA","REPTANTIA","PALINURIDAE","NUG"
"Pacific","Pacific, Eastern Central","CRUSTACEA","ANOMURA","GALATHEIDAE","LOQ"
"Pacific","Pacific, Southwest","PISCES","SCORPAENIFORMES","TRIGLIDAE","JGU"
"Pacific","Pacific, Southwest","PISCES","CLUPEIFORMES","CLUPEIDAE","SRP"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","SLT"
"Pacific","Pacific, Southwest","PISCES","ZEIFORMES","ZEIDAE","ZCT"
"Pacific","Pacific, Southwest","PISCES","ZEIFORMES","ZEIDAE","ZEX"
"Pacific","Pacific, Southwest","PISCES","ZEIFORMES","OREOSOMATIDAE","BOE"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","POLYPRIONIDAE","WHA"
"Pacific","Pacific, Southwest","CRUSTACEA","BRACHYURA","","CRA"
"Pacific","Pacific, Southwest","CRUSTACEA","REPTANTIA","PALINURIDAE","LOR"
"Pacific","Pacific, Southwest","MOLLUSCA","BIVALVIA","VENERIDAE","KNU"
"Pacific","Pacific, Southwest","MOLLUSCA","BIVALVIA","VENERIDAE","NCL"
"Pacific","Pacific, Southwest","MOLLUSCA","BIVALVIA","","CLX"
"Pacific","Pacific, Southwest","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","TFP"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","BRAMIDAE","POA"
"Pacific","Pacific, Southwest","PISCES","HEXANCHIFORMES","HEXANCHIDAE","NTC"
"Pacific","Pacific, Southwest","PISCES","LAMNIFORMES","CETORHINIDAE","BSK"
"Pacific","Pacific, Southwest","PISCES","LAMNIFORMES","ALOPIIDAE","ALV"
"Pacific","Pacific, Southwest","MAMMALIA","ODONTOCETI","DELPHINIDAE","HCD"
"Pacific","Pacific, Southwest","PLANTAE AQUATICAE","RHODOPHYCEAE","BANGIACEAE","FYS"
"Pacific","Pacific, Southwest","PLANTAE AQUATICAE","RHODOPHYCEAE","","SWR"
"Pacific","Pacific, Southwest","PLANTAE AQUATICAE","CHLOROPHYCEAE","ULVACEAE","UYH"
"","America, North - Inland waters","PISCES","LEPISOSTEIFORMES","LEPISOSTEIDAE","JTP"
"","America, North - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","BNV"
"Pacific","Pacific, Southwest","PISCES","MYCTOPHIFORMES","MYCTOPHIDAE","LXX"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","HCD"
"Pacific","Pacific, Southwest","MAMMALIA","ODONTOCETI","DELPHINIDAE","DDU"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","DELPHINIDAE","DDU"
"Pacific","Pacific, Southwest","MAMMALIA","ODONTOCETI","DELPHINIDAE","DBO"
"Pacific","Pacific, Southwest","PISCES","ANGUILLIFORMES","CONGRIDAE","COX"
"Pacific","Pacific, Southwest","PISCES","ANGUILLIFORMES","SYNAPHOBRANCHIDAE","SDC"
"Pacific","Pacific, Southwest","PISCES","SYNGNATHIFORMES","MACRORAMPHOSIDAE","SNS"
"Pacific","Pacific, Eastern Central","CRUSTACEA","NATANTIA","PANDALIDAE","HUV"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","BUK"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","EMMELICHTHYIDAE","EMM"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","EMMELICHTHYIDAE","RYG"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","PENTACEROTIDAE","SWH"
"Pacific","Pacific, Southwest","CRUSTACEA","REPTANTIA","SCYLLARIDAE","IBA"
"Pacific","Pacific, Southwest","CRUSTACEA","REPTANTIA","NEPHROPIDAE","MEC"
"Southern","Pacific, Antarctic","CRUSTACEA","ANOMURA","LITHODIDAE","KCM"
"Southern","Pacific, Antarctic","CRUSTACEA","ANOMURA","LITHODIDAE","KCU"
"Southern","Pacific, Antarctic","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCT"
"Pacific","Pacific, Southwest","PISCES","LAMNIFORMES","ALOPIIDAE","BTH"
"Pacific","Pacific, Southwest","PISCES","LAMNIFORMES","LAMNIDAE","WSH"
"Pacific","Pacific, Southwest","PISCES","CARCHARHINIFORMES","SCYLIORHINIDAE","CPS"
"Pacific","Pacific, Southwest","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","BRO"
"Pacific","Pacific, Eastern Central","PISCES","ORECTOLOBIFORMES","GINGLYMOSTOMATIDAE","GNC"
"Pacific","Pacific, Southwest","PISCES","SYNGNATHIFORMES","MACRORAMPHOSIDAE","NLD"
"Pacific","Pacific, Southwest","PISCES","SYNGNATHIFORMES","CENTRISCIDAE","CUQ"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","TRICHIURIDAE","SFS"
"Southern","Pacific, Antarctic","CRUSTACEA","ANOMURA","LITHODIDAE","KCX"
"Pacific","Pacific, Southwest","PISCES","BELONIFORMES","EXOCOETIDAE","FLY"
"Pacific","Pacific, Southwest","PISCES","LAMPRIFORMES","LAMPRIDAE","LAG"
"Pacific","Pacific, Southwest","MOLLUSCA","GASTROPODA","","GAS"
"Atlantic","Atlantic, Northeast","MOLLUSCA","BIVALVIA","MYTILIDAE","MOD"
"Atlantic","Atlantic, Eastern Central","PISCES","ACANTHUROIDEI","ACANTHURIDAE","SUR"
"Southern","Pacific, Antarctic","PISCES","PERCOIDEI","CHANNICHTHYIDAE","SSI"
"Pacific","Pacific, Southwest","PISCES","SQUALIFORMES","SQUALIDAE","SCK"
"Pacific","Pacific, Southwest","PISCES","SQUALIFORMES","SQUALIDAE","DGX"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","CNIDARIA","","CNI"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","ANTHOZOA","CARYOPHYLLIIDAE","GDV"
"Atlantic","Atlantic, Northwest","PISCES","CHIMAERIFORMES","CHIMAERIDAE","CMO"
"","Africa - Inland waters","PISCES","OSTEOGLOSSIFORMES","NOTOPTERIDAE","FKN"
"","Africa - Inland waters","PISCES","OSTEOGLOSSIFORMES","GYMNARCHIDAE","OGN"
"Pacific","Pacific, Southwest","PISCES","TRACHINOIDEI","URANOSCOPIDAE","STZ"
"Pacific","Pacific, Southwest","PISCES","RAJIFORMES","RAJIDAE","DPQ"
"Pacific","Pacific, Southwest","PISCES","RAJIFORMES","RAJIDAE","ZRN"
"Pacific","Pacific, Southwest","PISCES","RAJIFORMES","MYLIOBATIDAE","EAG"
"Southern","Pacific, Antarctic","INVERTEBRATA AQUATICA","ANTHOZOA","GORGONIIDAE","GGW"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","ANTHOZOA","FLABELLIDAE","FIX"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","ANTHOZOA","PARAGORGIIDAE","BFU"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","ANTHOZOA","","CSS"
"","Africa - Inland waters","PISCES","CHARACIFORMES","CITHARINIDAE","CIV"
"","Africa - Inland waters","PISCES","CHARACIFORMES","HEPSETIDAE","HED"
"","Africa - Inland waters","PISCES","CHARACIFORMES","DISTICHODONTIDAE","DSE"
"","Africa - Inland waters","PISCES","SILURIFORMES","BAGRIDAE","CSR"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","GEMPYLIDAE","LEC"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","GEMPYLIDAE","OIL"
"Atlantic","Atlantic, Northeast","PISCES","SALMONIFORMES","SALMONIDAE","CHR"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","PLEURONECTIDAE","PLZ"
"Pacific","Pacific, Southwest","PISCES","CARCHARHINIFORMES","TRIAKIDAE","MTL"
"Pacific","Pacific, Southwest","PISCES","CARCHARHINIFORMES","PROSCYLLIIDAE","CPG"
"Pacific","Pacific, Southwest","MAMMALIA","PINNIPEDIA","OTARIIDAE","NSL"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","LABRIDAE","ENX"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","LABRIDAE","TBR"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","LABRIDAE","YFM"
"Pacific","Pacific, Southwest","MAMMALIA","PINNIPEDIA","OTARIIDAE","SNZ"
"Pacific","Pacific, Southwest","MAMMALIA","PINNIPEDIA","PHOCIDAE","SES"
"Pacific","Pacific, Southwest","MAMMALIA","PINNIPEDIA","PHOCIDAE","SLP"
"Pacific","Pacific, Southwest","MAMMALIA","PINNIPEDIA","","SXX"
"Southern","Pacific, Antarctic","PISCES","PERCOIDEI","ARTEDIDRACONIDAE","PGR"
"Pacific","Pacific, Southwest","PISCES","SQUALIFORMES","SQUALIDAE","DGS"
"Atlantic","Atlantic, Northeast","CRUSTACEA","COPEPODA","CALANIDAE","JCM"
"Pacific","Pacific, Southwest","PISCES","SQUALIFORMES","SQUALIDAE","GUQ"
"Pacific","Pacific, Southwest","PISCES","SQUALIFORMES","SQUALIDAE","SHL"
"Pacific","Pacific, Southwest","PISCES","SQUALIFORMES","SQUALIDAE","DCA"
"Pacific","Pacific, Southwest","PISCES","SQUALIFORMES","SQUALIDAE","CYP"
"Pacific","Pacific, Southwest","PISCES","SQUALIFORMES","SQUALIDAE","CYW"
"Pacific","Pacific, Southwest","PISCES","SQUALIFORMES","SQUALIDAE","CYU"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","ECHINODERMATA","","ECH"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","ASTEROIDEA","","STF"
"Southern","Pacific, Antarctic","INVERTEBRATA AQUATICA","ASTEROIDEA","","STF"
"Pacific","Pacific, Southwest","INVERTEBRATA AQUATICA","HOLOTHUROIDEA","","CUX"
"Atlantic","Atlantic, Southeast","CRUSTACEA","NATANTIA","PENAEIDAE","PEN"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CARANGIDAE","RUS"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","MULLIDAE","MUM"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CENTROPOMIDAE","GIP"
"Indian","Indian Ocean, Western","CRUSTACEA","NATANTIA","PENAEIDAE","MET"
"Indian","Indian Ocean, Western","CRUSTACEA","NATANTIA","PENAEIDAE","NPP"
"","America, North - Inland waters","PISCES","PERCOIDEI","CICHLIDAE","CLO"
